"","Sensor","last_name","first_name","date","type","position","feature_distance","feature_d_speed_0_5","feature_d_speed_5_10","feature_d_speed_10_15","feature_d_speed_15_21","feature_d_speed_21_24","feature_d_speed_24_30","feature_d_speed_over30","feature_hid_d_15","feature_hid_d_21","feature_acc_3mss","feature_dec_3mss","feature_acc_3.5mss","feature_dec_3.5mss","feature_acc_4mss","feature_dec_4mss","feature_sprint_over24","feature_avg_speed","feature_max_speed","feature_max_acc"
"2841","10","ELEKE","BLESSING",2019-07-18 08:06:38,"practice","center forward",3.58,1.94,1.05,0.25,0.24,0.06,0.03,0,0.33,0.09,12,20,2,8,1,3,2,3.68,28.14,4.15
"2842","11","SCHURPF","PASCA",2019-07-18 08:06:38,"practice","left forward",3.77,2.24,1,0.29,0.2,0.03,0.01,0,0.23,0.04,22,7,7,3,0,0,1,3.39,25.38,3.71
"2843","12","SIDLER","SYLVAN",2019-07-18 08:06:38,"practice","left back",4.09,1.88,1.39,0.55,0.21,0.04,0.02,0,0.26,0.06,31,8,9,1,2,2,2,4.21,26.76,4.43
"2844","13","NDENGE","TSIY",2019-07-18 08:06:38,"practice","center midfield",2.85,1.58,0.89,0.25,0.13,0,0,0,0.12,0,10,6,6,1,1,1,0,2.89,20.23,4.01
"2845","14","VOCA","IDRIZ",2019-07-18 08:06:38,"practice","center midfield",3.22,1.77,1.05,0.28,0.12,0,0,0,0.12,0,8,6,0,0,0,0,0,3.29,20.33,3.4
"2846","15","SCHULZ","MARVIN",2019-07-18 08:06:38,"practice","center midfield",3.04,1.9,0.75,0.18,0.17,0.03,0.01,0,0.2,0.04,7,5,2,1,0,0,1,3.01,25.15,3.84
"2847","16","BINOUS","SALAH",2019-07-18 08:06:38,"practice","center forward",2.98,1.47,0.98,0.24,0.23,0.05,0.01,0,0.28,0.06,24,23,7,12,1,1,1,3,24.68,4.71
"2848","17","GRETHER","SIMON",2019-07-18 08:06:38,"practice","right back",2.95,1.72,0.84,0.25,0.09,0.03,0.01,0,0.14,0.05,7,4,1,1,0,0,2,2.86,25.79,3.78
"2849","18","FOLLONIER","DAN",2019-07-18 08:06:38,"practice","right forward",3.17,1.59,1.13,0.24,0.17,0.02,0.01,0,0.19,0.03,12,7,4,0,1,0,1,3.13,26.05,4.18
"2850","19","SCHNEUWLY","CHRISTIAN",2019-07-18 08:06:38,"practice","right forward",3.38,2.34,0.81,0.18,0.03,0,0.01,0.01,0.05,0.03,4,3,3,1,3,1,1,2.76,36.73,12.08
"2851","20","DEMHASAJ","MIMI",2019-07-18 08:06:38,"practice","center forward",3.19,1.77,0.95,0.22,0.17,0.03,0.04,0,0.24,0.07,7,7,2,3,1,1,2,3.2,28.34,4.03
"2852","21","MALES","DARIAN",2019-07-18 08:06:38,"practice","center forward",3.31,1.75,1.03,0.3,0.17,0.04,0.02,0,0.23,0.06,18,16,1,3,0,0,2,3.39,27.25,3.52
"2853","2","KAKABADZE","OTAR",2019-09-18 08:06:08,"practice","right back",6.12,3.01,1.8,0.84,0.35,0.08,0.03,0,0.45,0.11,35,36,14,22,6,11,5,3.58,25.98,5.47
"2854","3","CIRKOVIC","LAZAR",2019-09-18 08:06:08,"practice","center back",5.43,3.05,1.54,0.62,0.21,0,0,0,0.21,0,30,18,8,9,2,2,0,3.35,21.34,4.56
"2855","4","KNEZEVIC","STEFAN",2019-09-18 08:06:08,"practice","center back",5.9,3.13,1.55,0.78,0.42,0.02,0,0,0.43,0.03,51,39,21,13,2,9,1,3.81,24.39,4.57
"2856","5","ALVES","LUCAS",2019-09-18 08:06:08,"practice","center back",5.36,2.75,1.49,0.8,0.3,0.02,0,0,0.31,0.02,40,44,16,13,5,7,0,3.36,22.79,4.75
"2857","7","IBRAH","NDIAYE",2019-09-18 08:06:08,"practice","left forward",5.54,2.48,1.41,1.02,0.58,0.04,0.01,0,0.62,0.05,66,64,28,29,13,14,2,3.47,24.62,5.08
"2858","9","MARGIOTTA","F",2019-09-18 08:06:08,"practice","ran center",5.41,2.71,1.38,0.88,0.4,0.04,0,0,0.43,0.04,41,44,17,17,3,8,0,3.4,23.5,4.72
"2859","10","ELEKE","BLESSING",2019-09-18 08:06:08,"practice","center forward",6.06,3.52,1.63,0.6,0.23,0.03,0.01,0.04,0.31,0.08,39,27,15,12,6,7,1,3.55,53.14,19.63
"2860","11","SCHURPF","PASCA",2019-09-18 08:06:08,"practice","left forward",3.39,1.8,0.77,0.4,0.34,0.07,0.01,0,0.41,0.07,30,22,13,5,4,3,1,3.08,25.14,5.42
"2861","12","SIDLER","SYLVAN",2019-09-18 08:06:08,"practice","left back",6.63,3.3,1.71,0.97,0.46,0.11,0.08,0,0.63,0.18,38,51,15,30,6,14,9,4.03,27.32,4.56
"2862","14","VOCA","IDRIZ",2019-09-18 08:06:08,"practice","center midfield",6.34,3.31,1.56,0.96,0.41,0.02,0.02,0.07,0.51,0.11,32,49,11,22,3,4,2,3.68,31.23,12.13
"2863","16","BINOUS","SALAH",2019-09-18 08:06:08,"practice","center forward",5.12,2.57,1.21,0.8,0.44,0.06,0.04,0,0.52,0.09,55,59,29,38,13,14,4,3.19,28.77,4.47
"2864","20","DEMHASAJ","MIMI",2019-09-18 08:06:08,"practice","center forward",5.74,3.03,1.51,0.68,0.37,0.12,0.03,0,0.51,0.15,33,37,11,17,2,13,5,3.61,26.37,4.57
"2865","21","MALES","DARIAN",2019-09-18 08:06:08,"practice","center forward",9.9,4.78,1.56,0.86,2.45,0.02,0.07,0.17,2.66,0.23,56,47,29,30,13,15,2,3.55,85.11,48.05
"2866","23","MISTVAFOVIC","DAVID",2019-09-18 08:06:08,"practice","center back",5.82,3.03,1.6,0.8,0.3,0.06,0.03,0,0.38,0.09,42,53,16,27,7,15,4,3.52,26.52,4.4
"2867","77","RYDER","MATOS",2019-09-18 08:06:08,"practice","center forward",5.81,2.94,1.62,0.74,0.42,0.07,0.03,0,0.51,0.09,66,63,35,30,11,21,4,3.61,26.11,4.9
"2868","0","BALATUBAN","ASH",2020-09-18 08:42:20,"practice","left back",3.88,1.93,1.42,0.28,0.19,0.05,0.01,0,0.25,0.06,19,20,12,11,4,5,1,2.82,24.36,4.23
"2869","2","KAKABADZE","OTAR",2020-09-18 08:42:20,"practice","right back",3.31,1.85,1.11,0.24,0.09,0.01,0.01,0,0.1,0.02,6,3,2,2,0,0,1,2.74,26.95,3.59
"2870","4","KNEZEVIC","STEFAN",2020-09-18 08:42:20,"practice","center back",3.79,1.89,1.34,0.38,0.18,0,0,0,0.18,0,30,16,14,3,6,1,0,3.04,21.42,4.85
"2871","5","ALVES","LUCAS",2020-09-18 08:42:20,"practice","center back",3.43,1.61,1.37,0.32,0.13,0,0,0,0.13,0,20,13,13,6,8,1,0,2.77,20.88,4.94
"2872","7","IBRAH","NDIAYE",2020-09-18 08:42:20,"practice","left forward",3.79,1.79,1.42,0.3,0.24,0.03,0.01,0,0.28,0.04,43,32,23,17,8,10,1,2.93,27.15,5.22
"2873","9","MARGIOTTA","F",2020-09-18 08:42:20,"practice","ran center",3.25,1.87,1.15,0.21,0.02,0,0,0,0.02,0,4,5,0,0,0,0,0,2.66,19.3,3.43
"2874","11","SCHURPF","PASCA",2020-09-18 08:42:20,"practice","left forward",3.81,1.81,1.3,0.4,0.22,0.06,0.02,0,0.3,0.08,27,19,15,6,10,1,2,2.79,26.32,4.75
"2875","12","SIDLER","SYLVAN",2020-09-18 08:42:20,"practice","left back",4.16,2.24,1.41,0.31,0.18,0.02,0,0,0.2,0.02,32,25,13,13,7,7,0,2.95,23.71,4.48
"2876","13","NDENGE","TSIY",2020-09-18 08:42:20,"practice","center midfield",3.9,2.23,1.34,0.28,0.06,0,0,0,0.05,0,18,11,10,5,7,3,0,2.7,18.53,4.44
"2877","14","VOCA","IDRIZ",2020-09-18 08:42:20,"practice","center midfield",3.89,1.97,1.39,0.32,0.16,0.05,0.01,0,0.22,0.06,33,22,18,11,10,7,1,3.08,27.19,4.84
"2878","15","SCHULZ","MARVIN",2020-09-18 08:42:20,"practice","center midfield",3.64,2,1.26,0.21,0.12,0.04,0.01,0,0.17,0.05,18,21,10,10,7,2,3,2.76,25.53,4.88
"2879","18","EMINI","LORIK",2020-09-18 08:42:20,"practice","orik center",3.67,1.88,1.27,0.3,0.17,0.03,0.02,0,0.22,0.05,28,24,18,19,13,10,3,2.76,26.7,4.76
"2880","19","OWUSU","TYRON",2020-09-18 08:42:20,"practice","left forward",3.17,1.68,1.16,0.17,0.11,0.03,0.01,0,0.16,0.04,16,14,4,7,2,2,2,2.48,26.75,4.06
"2881","21","LINO","LANG",2020-09-18 08:42:20,"practice","right midfield",3.67,2.04,1.18,0.28,0.16,0.02,0,0,0.17,0.02,26,17,11,7,4,3,0,2.86,23.83,4.41
"2882","77","F","UGRINIC",2020-09-18 08:42:20,"practice","ilip center",3.76,1.88,1.37,0.32,0.17,0.01,0,0,0.19,0.02,19,11,14,4,8,2,1,2.97,24.69,4.53
"2883","2","KAKABADZE","OTAR",2019-10-18 08:24:28,"practice","right back",3.57,1.83,1.15,0.42,0.14,0.01,0.01,0,0.16,0.02,24,2,11,0,5,0,1,3.61,25.02,4.62
"2884","3","CIRKOVIC","LAZAR",2019-10-18 08:24:28,"practice","center back",3.45,1.78,1.18,0.4,0.09,0,0,0,0.09,0,37,9,7,6,4,3,0,3.69,21.15,4.3
"2885","5","ALVES","LUCAS",2019-10-18 08:24:28,"practice","center back",3.51,1.77,1.3,0.37,0.07,0,0,0,0.07,0,35,11,13,3,6,1,0,3.66,21.29,4.78
"2886","7","IBRAH","NDIAYE",2019-10-18 08:24:28,"practice","left forward",3.74,1.75,1,0.61,0.24,0.08,0.06,0,0.37,0.14,51,14,22,8,8,9,5,3.57,27.87,4.76
"2887","9","MARGIOTTA","F",2019-10-18 08:24:28,"practice","ran center",3.29,1.54,1.09,0.44,0.15,0.05,0.01,0,0.2,0.06,27,10,8,3,1,2,1,3.49,25.26,4.39
"2888","10","ELEKE","BLESSING",2019-10-18 08:24:28,"practice","center forward",4.13,2.28,1.02,0.4,0.24,0.14,0.06,0,0.42,0.19,25,14,8,4,3,1,1,3.79,26.6,4.58
"2889","11","SCHURPF","PASCA",2019-10-18 08:24:28,"practice","left forward",4.13,1.79,1.33,0.71,0.21,0.06,0.02,0,0.3,0.08,48,10,14,5,2,1,3,4.29,25.96,4.09
"2890","12","SIDLER","SYLVAN",2019-10-18 08:24:28,"practice","left back",4.01,1.98,1.28,0.55,0.12,0.03,0.05,0,0.19,0.07,40,6,16,1,3,0,3,4.11,27.25,4.82
"2891","14","VOCA","IDRIZ",2019-10-18 08:24:28,"practice","center midfield",4.28,1.87,1.53,0.6,0.24,0.04,0.01,0,0.28,0.04,35,14,20,3,7,0,2,4.54,25.01,5.3
"2892","15","SCHULZ","MARVIN",2019-10-18 08:24:28,"practice","center midfield",4.18,2.11,1.41,0.54,0.11,0,0,0,0.1,0,17,2,6,0,1,0,0,4.18,19.38,4.28
"2893","17","GRETHER","SIMON",2019-10-18 08:24:28,"practice","right back",3.8,1.76,1.27,0.54,0.13,0.03,0.07,0,0.22,0.1,46,5,18,1,2,0,3,3.95,29.53,4.19
"2894","18","EMINI","LORIK",2019-10-18 08:24:28,"practice","orik center",3.5,1.85,1.24,0.38,0.01,0.01,0.01,0,0.03,0.01,28,6,6,2,2,1,1,3.3,24.65,4.2
"2895","20","DEMHASAJ","MIMI",2019-10-18 08:24:28,"practice","center forward",3.36,1.58,1.11,0.41,0.21,0.04,0.01,0,0.25,0.05,29,16,14,5,6,1,1,3.59,25.2,5.42
"2896","21","MALES","DARIAN",2019-10-18 08:24:28,"practice","center forward",3.45,1.7,0.98,0.52,0.18,0.04,0.03,0,0.25,0.07,48,13,19,10,4,3,4,3.31,26.12,4.61
"2897","77","RYDER","MATOS",2019-10-18 08:24:28,"practice","center forward",3.39,1.65,1.06,0.44,0.21,0.03,0,0,0.24,0.03,29,19,14,10,9,4,0,3.64,23.59,4.6
"2898","3","CIRKOVIC","LAZAR",2019-11-18 14:03:32,"practice","center back",6.26,2.79,2.01,1.22,0.24,0,0,0,0.24,0,28,24,9,9,2,2,0,4.1,21,4.18
"2899","4","KNEZEVIC","STEFAN",2019-11-18 14:03:32,"practice","center back",7.1,2.99,2.44,1.18,0.37,0.01,0.1,0,0.47,0.11,37,42,19,22,9,4,1,4.46,29.8,4.76
"2900","5","ALVES","LUCAS",2019-11-18 14:03:32,"practice","center back",5.94,2.63,1.97,1.04,0.27,0.04,0,0,0.3,0.04,74,34,28,18,17,8,0,4.03,22.44,4.86
"2901","7","IBRAH","NDIAYE",2019-11-18 14:03:32,"practice","left forward",6.72,3.11,1.82,1.31,0.42,0.04,0.01,0,0.46,0.05,62,32,22,15,5,6,1,4.01,25.42,5.38
"2902","9","MARGIOTTA","F",2019-11-18 14:03:32,"practice","ran center",6.29,2.4,2.17,1.36,0.36,0,0,0,0.35,0,45,33,14,6,3,1,0,4.39,20.7,4.79
"2903","10","ELEKE","BLESSING",2019-11-18 14:03:32,"practice","center forward",7.34,3.47,2.38,1.03,0.42,0.03,0,0,0.44,0.03,44,43,17,22,4,5,1,4.32,24.48,4.42
"2904","11","SCHURPF","PASCA",2019-11-18 14:03:32,"practice","left forward",6.4,2.62,2.04,1.25,0.45,0.05,0,0,0.49,0.05,58,33,16,18,3,13,0,4.4,23.84,4.21
"2905","17","GRETHER","SIMON",2019-11-18 14:03:32,"practice","right back",6.99,2.88,2.16,1.46,0.48,0.01,0,0,0.48,0.01,50,43,16,16,9,5,0,4.42,21.55,4.85
"2906","18","EMINI","LORIK",2019-11-18 14:03:32,"practice","orik center",6.89,2.69,2.37,1.42,0.36,0.05,0.01,0,0.41,0.06,54,37,15,14,3,7,2,4.53,24.53,4.58
"2907","22","BURCH","MARCO",2019-11-18 14:03:32,"practice","right back",7.28,2.95,2.14,1.63,0.55,0.02,0,0,0.56,0.02,66,39,30,25,17,14,0,4.69,23.16,4.72
"2908","28","TIA","CHEF",2019-11-18 14:03:32,"practice","center forward",7.5,2.85,2.33,1.56,0.68,0.07,0.01,0,0.66,0.07,64,61,29,29,15,16,2,4.54,24.39,10.55
"2909","77","RYDER","MATOS",2019-11-18 14:03:32,"practice","center forward",6.13,2.77,1.88,1.02,0.43,0.03,0,0,0.45,0.03,57,37,23,13,8,3,0,4.13,23.04,4.89
"2910","0","BALATUBAN","ASH",2020-11-18 09:01:13,"practice","left back",6.64,2.98,2.09,0.97,0.5,0.09,0.01,0,0.59,0.09,93,44,39,28,15,15,1,3.92,25.32,4.73
"2911","2","ALABI","SAMUEL",2020-11-18 09:01:13,"practice","amuel center",5.62,2.66,1.99,0.77,0.19,0.01,0,0,0.2,0.01,51,24,20,13,7,9,1,4.03,24.43,5.01
"2912","3","BÜRKI","MARCO",2020-11-18 09:01:13,"practice","left back",5.81,2.48,2.35,0.83,0.14,0.01,0,0,0.14,0.01,46,28,19,10,9,2,0,3.86,21.68,5.11
"2913","4","KNEZEVIC","STEFAN",2020-11-18 09:01:13,"practice","center back",5.95,2.78,2.23,0.78,0.16,0.01,0,0,0.17,0.01,44,44,13,10,5,5,0,3.92,22.56,4.66
"2914","5","ALVES","LUCAS",2020-11-18 09:01:13,"practice","center back",6.19,2.45,2.43,0.88,0.43,0,0,0,0.43,0,66,49,22,17,5,6,0,4.13,21.61,4.86
"2915","7","IBRAH","NDIAYE",2020-11-18 09:01:13,"practice","left forward",6.39,2.91,1.92,1.08,0.43,0.04,0.01,0,0.47,0.06,52,70,23,32,8,12,2,3.76,24.88,5.75
"2916","9","SORGIC","DEJAN",2020-11-18 09:01:13,"practice","ejan center",6.08,3.16,1.97,0.72,0.23,0,0,0,0.22,0,33,47,12,18,1,9,0,3.54,19.96,4.58
"2917","11","SCHURPF","PASCA",2020-11-18 09:01:13,"practice","left forward",6.78,3.27,1.81,1,0.63,0.06,0.01,0,0.69,0.07,66,52,26,29,6,14,1,4.03,25,4.67
"2918","13","NDENGE","TSIY",2020-11-18 09:01:13,"practice","center midfield",6.26,3.07,2.11,0.8,0.26,0.02,0,0,0.27,0.02,47,41,18,11,6,1,0,3.69,22.2,5.22
"2919","14","CARBONELL","ALEX",2020-11-18 09:01:13,"practice","lex center",7.93,2.51,1.72,2.76,0.57,0.03,0,0.34,0.93,0.37,39,38,20,21,12,12,1,4.68,149.78,66.49
"2920","15","SCHULZ","MARVIN",2020-11-18 09:01:13,"practice","center midfield",6.23,2.95,1.94,0.77,0.5,0.06,0,0,0.55,0.07,59,53,31,19,6,7,1,3.63,24.78,4.61
"2921","18","EMINI","LORIK",2020-11-18 09:01:13,"practice","orik center",7.45,3.12,2.61,1.13,0.54,0.04,0.01,0,0.58,0.05,45,70,16,40,6,21,1,4.27,26.17,4.6
"2922","19","OWUSU","TYRON",2020-11-18 09:01:13,"practice","left forward",6.13,2.58,2.51,0.73,0.29,0.02,0,0,0.3,0.02,54,37,24,22,11,12,0,4.04,23.17,4.74
"2923","20","ALOUNGA","YVAN",2020-11-18 09:01:13,"practice","left forward",6.4,3.37,1.7,0.82,0.42,0.04,0.03,0,0.48,0.08,57,95,27,56,14,31,2,3.7,29.66,5.19
"2924","21","LINO","LANG",2020-11-18 09:01:13,"practice","right midfield",7.45,3.2,2.39,1.21,0.57,0.08,0.01,0,0.64,0.08,61,79,20,47,4,21,1,4.41,24.84,4.96
"2925","25","FRYDEK","MARTIN",2020-11-18 09:01:13,"practice","artin left",5.9,2.63,1.91,0.94,0.39,0.03,0,0,0.41,0.03,38,46,16,22,3,9,0,3.63,23.37,4.44
"2926","27","SCHWEGLER","CHRISTIAN",2020-11-18 09:01:13,"practice","right back",5.79,2.5,1.99,0.83,0.43,0.04,0,0,0.46,0.03,56,49,21,19,7,6,0,3.7,22.7,4.79
"2927","28","MARLEKU","MARK",2020-11-18 09:01:13,"practice","center forward",6.67,2.97,2.16,0.96,0.51,0.06,0,0,0.55,0.06,64,85,30,40,11,24,0,3.99,23.74,4.75
"2928","77","F","UGRINIC",2020-11-18 09:01:13,"practice","ilip center",6.51,3.38,2.06,0.75,0.29,0.03,0.01,0,0.32,0.04,59,34,31,14,11,7,1,3.81,27.28,4.88
"2929","3","BÜRKI","MARCO",2020-02-19 09:04:59,"practice","left back",6.46,2.45,2.33,1.18,0.41,0.07,0.02,0,0.49,0.09,57,58,31,33,17,15,3,4.65,25.22,5.41
"2930","4","KNEZEVIC","STEFAN",2020-02-19 09:04:59,"practice","center back",7.01,2.35,2.54,1.57,0.5,0.06,0,0,0.55,0.05,59,66,31,33,10,17,0,4.92,23.47,4.59
"2931","5","ALVES","LUCAS",2020-02-19 09:04:59,"practice","center back",6.56,2.12,2.55,1.37,0.42,0.06,0.03,0,0.5,0.09,49,55,21,27,11,12,3,4.6,26.21,5.34
"2932","6","BALATUBAN","ASH",2020-02-19 09:04:59,"practice","left back",7.15,2.42,2.36,1.59,0.61,0.12,0.04,0,0.76,0.16,55,81,25,42,13,18,6,5.08,26.12,4.87
"2933","9","MARGIOTTA","F",2020-02-19 09:04:59,"practice","ran center",6.8,2.17,2.41,1.52,0.6,0.07,0.02,0,0.68,0.09,45,61,15,24,3,8,2,4.81,25.56,5.52
"2934","10","ELEKE","BLESSING",2020-02-19 09:04:59,"practice","center forward",6.93,2.16,2.76,1.45,0.54,0.02,0,0,0.55,0.02,47,46,31,28,12,13,0,5.41,23.4,4.65
"2935","12","SIDLER","SYLVAN",2020-02-19 09:04:59,"practice","left back",7.54,2.54,2.66,1.45,0.7,0.12,0.06,0,0.86,0.18,76,71,37,39,14,18,6,5.17,27.03,5.71
"2936","13","NDENGE","TSIY",2020-02-19 09:04:59,"practice","center midfield",7.14,2.24,2.44,1.9,0.51,0.05,0.01,0,0.55,0.05,40,49,21,23,9,6,1,5.07,25.17,5.07
"2937","14","VOCA","IDRIZ",2020-02-19 09:04:59,"practice","center midfield",7.52,2.17,2.62,2.04,0.67,0.03,0,0,0.68,0.02,47,48,24,22,18,12,0,5.37,22.77,5.18
"2938","15","SCHULZ","MARVIN",2020-02-19 09:04:59,"practice","center midfield",7.81,2.14,2.7,2.04,0.81,0.09,0.02,0,0.9,0.11,46,58,17,28,7,9,2,5.53,27.99,4.55
"2939","17","GRETHER","SIMON",2020-02-19 09:04:59,"practice","right back",7.39,2.14,2.62,1.97,0.63,0.03,0,0,0.65,0.03,41,51,23,22,11,8,1,5.23,24.05,4.87
"2940","18","EMINI","LORIK",2020-02-19 09:04:59,"practice","orik center",7.43,2.19,2.52,2,0.67,0.03,0.02,0,0.71,0.05,29,58,12,25,11,10,2,5.31,27.47,4.82
"2941","20","DEMHASAJ","MIMI",2020-02-19 09:04:59,"practice","center forward",6.76,2.56,2.28,1.28,0.53,0.07,0.03,0,0.61,0.1,50,48,18,31,7,17,4,4.7,26.95,4.62
"2942","21","MALES","DARIAN",2020-02-19 09:04:59,"practice","center forward",7.15,2.35,2.38,1.54,0.72,0.12,0.03,0,0.85,0.14,89,89,41,51,19,27,5,5.1,27.92,5.49
"2943","22","BURCH","MARCO",2020-02-19 09:04:59,"practice","right back",7.19,2.35,2.75,1.57,0.48,0.02,0.01,0,0.5,0.03,57,68,25,37,8,21,1,4.98,28.65,4.5
"2944","23","MISTVAFOVIC","DAVID",2020-02-19 09:04:59,"practice","center back",8.03,1.94,2.81,2.19,0.93,0.13,0.03,0,1.07,0.16,53,80,21,47,11,23,3,5.72,26.16,4.69
"2945","27","SCHWEGLER","CHRISTIAN",2020-02-19 09:04:59,"practice","right back",6.76,2.41,2.13,1.36,0.61,0.13,0.12,0,0.85,0.25,75,73,44,47,19,36,11,4.75,28.32,5.09
"2946","28","TIA","CHEF",2020-02-19 09:04:59,"practice","center forward",7.98,2.47,2.13,2.2,1.01,0.1,0.07,0,1.15,0.17,69,103,23,57,7,24,7,5.63,29.61,4.93
"2947","77","RYDER","MATOS",2020-02-19 09:04:59,"practice","center forward",6.81,2.35,2.32,1.17,0.68,0.18,0.11,0.01,0.96,0.29,62,61,31,38,18,18,12,4.85,30.42,4.9
"2948","2","KAKABADZE","OTAR",2019-09-19 08:01:21,"practice","right back",7.13,2.96,2.13,1.64,0.38,0.03,0,0,0.39,0.03,40,39,13,20,6,6,0,3.89,22.06,4.67
"2949","3","CIRKOVIC","LAZAR",2019-09-19 08:01:21,"practice","center back",7.07,3.03,2.08,1.6,0.34,0.01,0.01,0,0.35,0.02,41,35,11,14,2,8,1,3.82,27.26,4.02
"2950","4","KNEZEVIC","STEFAN",2019-09-19 08:01:21,"practice","center back",7.29,3.28,2.17,1.41,0.42,0.02,0,0,0.43,0.02,40,42,11,30,7,9,0,4.14,22.72,4.96
"2951","5","ALVES","LUCAS",2019-09-19 08:01:21,"practice","center back",6.36,2.94,1.77,1.27,0.37,0.01,0,0,0.37,0.01,71,52,35,30,13,12,0,3.47,22.28,5.72
"2952","7","IBRAH","NDIAYE",2019-09-19 08:01:21,"practice","left forward",6.82,2.75,1.73,1.63,0.63,0.06,0.01,0,0.69,0.07,111,92,55,47,18,24,2,3.89,25.25,5.1
"2953","9","MARGIOTTA","F",2019-09-19 08:01:21,"practice","ran center",6.65,2.72,1.82,1.54,0.56,0.02,0,0,0.57,0.02,56,47,16,22,4,7,0,3.82,21.88,4.51
"2954","10","ELEKE","BLESSING",2019-09-19 08:01:21,"practice","center forward",7.09,3.21,2.25,1.35,0.27,0,0,0,0.26,0,56,47,16,15,5,2,0,4.03,19.92,4.35
"2955","11","SCHURPF","PASCA",2019-09-19 08:01:21,"practice","left forward",1.94,0.93,0.72,0.24,0.03,0.02,0,0,0.05,0.02,4,1,1,1,1,1,1,3.64,24.86,10.48
"2956","12","SIDLER","SYLVAN",2019-09-19 08:01:21,"practice","left back",7.27,3.33,2.08,1.38,0.43,0.05,0,0,0.47,0.05,72,62,26,32,7,14,1,4.08,24.06,4.51
"2957","14","VOCA","IDRIZ",2019-09-19 08:01:21,"practice","center midfield",7.17,3.06,1.99,1.72,0.4,0,0,0,0.39,0,52,49,17,16,4,6,0,4.07,20.99,4.46
"2958","16","BINOUS","SALAH",2019-09-19 08:01:21,"practice","center forward",6.46,2.74,1.69,1.48,0.52,0.03,0,0,0.54,0.03,73,79,40,39,21,19,0,3.7,23.7,5.37
"2959","20","DEMHASAJ","MIMI",2019-09-19 08:01:21,"practice","center forward",7.23,3.42,1.92,1.33,0.48,0.07,0.01,0,0.54,0.08,44,29,15,18,3,9,3,3.96,24.53,4.58
"2960","21","MALES","DARIAN",2019-09-19 08:01:21,"practice","center forward",6.94,2.68,1.8,1.91,0.53,0.03,0,0,0.54,0.03,71,60,27,45,7,16,0,4,22.89,5.28
"2961","23","MISTVAFOVIC","DAVID",2019-09-19 08:01:21,"practice","center back",6.75,2.61,2.11,1.6,0.41,0.02,0.01,0,0.42,0.03,67,67,20,32,2,17,1,3.83,25.53,4.41
"2962","77","RYDER","MATOS",2019-09-19 08:01:21,"practice","center forward",6.51,3.05,1.74,1.27,0.4,0.04,0.01,0,0.43,0.04,67,49,33,21,10,15,1,3.5,25.04,4.78
"2963","2","KAKABADZE","OTAR",2019-10-19 08:02:00,"practice","right back",4.87,2.28,1.56,0.73,0.25,0.04,0.02,0,0.3,0.06,37,26,17,11,6,8,2,4.21,24.82,4.76
"2964","3","CIRKOVIC","LAZAR",2019-10-19 08:02:00,"practice","center back",4.73,2.23,1.65,0.73,0.12,0,0,0,0.11,0,29,13,11,7,4,2,0,4.16,20,4.51
"2965","4","KNEZEVIC","STEFAN",2019-10-19 08:02:00,"practice","center back",4.61,2.15,1.39,0.77,0.28,0.02,0,0,0.29,0.02,28,34,11,18,3,7,0,4.19,23,4.19
"2966","5","ALVES","LUCAS",2019-10-19 08:02:00,"practice","center back",4.48,2.27,1.34,0.67,0.17,0.03,0,0,0.2,0.03,51,27,27,14,7,12,1,3.86,24.38,4.7
"2967","7","IBRAH","NDIAYE",2019-10-19 08:02:00,"practice","left forward",5.23,2.09,1.54,1.15,0.39,0.03,0.03,0,0.44,0.06,72,63,27,36,9,18,2,4.72,28.22,4.97
"2968","9","MARGIOTTA","F",2019-10-19 08:02:00,"practice","ran center",4.79,2.1,1.52,0.94,0.22,0.01,0,0,0.22,0.01,32,28,8,18,1,5,0,4.29,22.11,4.05
"2969","10","ELEKE","BLESSING",2019-10-19 08:02:00,"practice","center forward",5.22,2.58,1.67,0.65,0.28,0.03,0,0,0.31,0.03,36,29,17,21,4,7,1,4.58,24.23,4.31
"2970","11","SCHURPF","PASCA",2019-10-19 08:02:00,"practice","left forward",5.22,2.46,1.48,0.84,0.39,0.05,0.01,0,0.43,0.06,51,44,17,28,10,9,2,4.51,24.86,4.73
"2971","12","SIDLER","SYLVAN",2019-10-19 08:02:00,"practice","left back",4.97,2.5,1.58,0.69,0.17,0.02,0.02,0,0.2,0.04,30,31,17,13,4,4,1,4.35,25.77,4.74
"2972","14","VOCA","IDRIZ",2019-10-19 08:02:00,"practice","center midfield",5.46,2.31,1.73,1.04,0.34,0.03,0,0,0.36,0.03,26,34,11,14,3,2,0,4.93,22.42,4.31
"2973","15","SCHULZ","MARVIN",2019-10-19 08:02:00,"practice","center midfield",4.53,2.29,1.29,0.63,0.26,0.04,0.01,0,0.31,0.05,26,25,5,11,1,5,1,3.93,26.83,4.19
"2974","17","GRETHER","SIMON",2019-10-19 08:02:00,"practice","right back",1.17,0.46,0.48,0.19,0.02,0,0,0,0.03,0,3,5,1,1,0,0,0,4.45,21.51,3.53
"2975","18","EMINI","LORIK",2019-10-19 08:02:00,"practice","orik center",1.16,0.43,0.56,0.16,0.01,0,0,0,0.01,0,4,4,1,2,0,0,0,4.32,15.88,3.55
